RegionCode,Area,Year,Series,ValueString,Footnotes,Source,value
1,"Total, all countries or areas",2010,Population density,53.6,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",53.6
2,Africa,2010,Population density,35.7,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",35.7
15,Northern Africa,2010,Population density,26.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",26.9
202,Sub-Saharan Africa,2010,Population density,38.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",38.8
14,Eastern Africa,2010,Population density,51.5,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",51.5
17,Middle Africa,2010,Population density,20.6,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",20.6
18,Southern Africa,2010,Population density,22.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",22.2
11,Western Africa,2010,Population density,51.6,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",51.6
19,Americas,2010,Population density,24.1,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",24.1
21,Northern America,2010,Population density,18.5,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",18.5
419,Latin America & the Caribbean,2010,Population density,29.1,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",29.1
29,Caribbean,2010,Population density,186.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",186.9
13,Central America,2010,Population density,63.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",63.3
5,South America,2010,Population density,22.4,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",22.4
142,Asia,2010,Population density,134.6,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",134.6
143,Central Asia,2010,Population density,16.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",16.2
30,Eastern Asia,2010,Population density,134.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",134.3
62,South-central Asia,2010,Population density,174.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",174.2
35,South-eastern Asia,2010,Population density,134.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",134.8
34,Southern Asia,2010,Population density,271.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",271.2
145,Western Asia,2010,Population density,49.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",49.8
150,Europe,2010,Population density,33.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",33.3
151,Eastern Europe,2010,Population density,16.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",16.3
154,Northern Europe,2010,Population density,60.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",60.8
