RegionCode,Area,Year,Series,ValueString,Footnotes,Source,value
1,"Total, all countries or areas",2015,Population mid-year estimates (millions),"7,426.60",,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",7426.6
2,Africa,2015,Population mid-year estimates (millions),"1,201.11",,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",1201.11
15,Northern Africa,2015,Population mid-year estimates (millions),228.36,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",228.36
202,Sub-Saharan Africa,2015,Population mid-year estimates (millions),972.75,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",972.75
14,Eastern Africa,2015,Population mid-year estimates (millions),393.35,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",393.35
17,Middle Africa,2015,Population mid-year estimates (millions),157.40,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",157.4
18,Southern Africa,2015,Population mid-year estimates (millions),63.72,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",63.72
11,Western Africa,2015,Population mid-year estimates (millions),358.28,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",358.28
19,Americas,2015,Population mid-year estimates (millions),983.54,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",983.54
21,Northern America,2015,Population mid-year estimates (millions),360.46,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",360.46
419,Latin America & the Caribbean,2015,Population mid-year estimates (millions),623.08,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",623.08
29,Caribbean,2015,Population mid-year estimates (millions),42.75,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",42.75
13,Central America,2015,Population mid-year estimates (millions),167.19,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",167.19
5,South America,2015,Population mid-year estimates (millions),413.13,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",413.13
142,Asia,2015,Population mid-year estimates (millions),"4,459.44",,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",4459.44
143,Central Asia,2015,Population mid-year estimates (millions),68.99,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",68.99
30,Eastern Asia,2015,Population mid-year estimates (millions),"1,631.71",,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",1631.71
62,South-central Asia,2015,Population mid-year estimates (millions),"1,926.33",,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",1926.33
35,South-eastern Asia,2015,Population mid-year estimates (millions),636.64,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",636.64
34,Southern Asia,2015,Population mid-year estimates (millions),"1,857.34",,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",1857.34
145,Western Asia,2015,Population mid-year estimates (millions),264.76,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",264.76
150,Europe,2015,Population mid-year estimates (millions),742.11,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",742.11
151,Eastern Europe,2015,Population mid-year estimates (millions),294.19,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",294.19
154,Northern Europe,2015,Population mid-year estimates (millions),102.98,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",102.98
