RegionCode,Area,Year,Series,ValueString,Footnotes,Source,value
1,"Total, all countries or areas",2022,Population mid-year estimates for males (millions),"4,008.58",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",4008.58
2,Africa,2022,Population mid-year estimates for males (millions),712.43,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",712.43
15,Northern Africa,2022,Population mid-year estimates for males (millions),131.12,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",131.12
202,Sub-Saharan Africa,2022,Population mid-year estimates for males (millions),581.31,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",581.31
14,Eastern Africa,2022,Population mid-year estimates for males (millions),234.54,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",234.54
17,Middle Africa,2022,Population mid-year estimates for males (millions),97.51,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",97.51
18,Southern Africa,2022,Population mid-year estimates for males (millions),33.44,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",33.44
11,Western Africa,2022,Population mid-year estimates for males (millions),215.82,Projected estimate (medium fertility variant).;Including Saint Helena.,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",215.82
19,Americas,2022,Population mid-year estimates for males (millions),511.80,Calculated by the UN Statistics Division.;Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",511.8
21,Northern America,2022,Population mid-year estimates for males (millions),186.67,"Projected estimate (medium fertility variant).;Including Bermuda, Greenland, and Saint Pierre and Miquelon.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",186.67
419,Latin America & the Caribbean,2022,Population mid-year estimates for males (millions),325.13,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",325.13
